,idncase,last_judge_name,ij_final_date,case_outcome,nationality,language,represented,custody
14204,13952099,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14205,14484202,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14206,12790428,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14207,14183162,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14208,14658641,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14209,14234319,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14210,14838402,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14211,14842763,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
14212,14256282,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
14213,14727080,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
14214,14620985,"Hansen, Katherine L.",,,Cuba,Spanish,False,Never Detained
14215,14834677,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14216,14599445,"Gundlach, Robert",,,Haiti,Spanish,False,Never Detained
14217,12803111,"Cooper, Christopher",,,Honduras,Spanish,False,Never Detained
14218,14159833,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
14219,12781206,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
14220,13515418,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
14221,13580555,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14222,12986679,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14223,12986886,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14224,14257730,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
14225,12669431,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14226,12996543,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14227,13547528,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14229,14623148,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
14230,14538792,"Cooper, Christopher",,,Cuba,Spanish,False,Never Detained
14231,14117612,"Hansen, Katherine L.",,,Cuba,Spanish,False,Never Detained
14232,14418481,"Simons, Ian R.",,,Ecuador,Spanish,False,Never Detained
14233,14564548,"Cooper, Christopher",,,El Salvador,Spanish,False,Never Detained
14234,14655266,"Cooper, Christopher",,,Honduras,Spanish,False,Never Detained
14235,14672761,"Simons, Ian R.",,,Honduras,Spanish,False,Never Detained
14236,14636660,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
14237,14260363,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
14238,12120198,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
14242,14830693,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14243,14592874,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14244,13713222,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14245,14819091,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14246,13402637,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14247,14678075,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14248,14745840,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14249,14804954,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14250,11754658,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14251,14672430,"Cooper, Christopher",,,Cuba,Spanish,False,Never Detained
14252,14301489,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
14253,14602151,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14254,14371167,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14255,14257140,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14256,14269416,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14257,14655994,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14258,11890732,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
14259,13311184,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
14260,14100776,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
14261,13946064,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
14262,11587383,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
14263,13912132,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
14264,15061282,"Simons, Ian R.",,,Nigeria,English,False,Never Detained
14265,14706940,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14266,14842837,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14267,14831945,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14268,14831948,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14270,14724182,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14271,13386832,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14272,14795575,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14273,14356339,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14274,14510373,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14276,14681587,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
14277,14211219,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14278,14279638,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14279,14626388,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14280,14318970,"Simons, Ian R.",,,Haiti,Spanish,False,Never Detained
14281,12772528,"Cooper, Christopher",,,Honduras,Spanish,False,Never Detained
14282,14437920,"Cooper, Christopher",,,Honduras,Spanish,False,Never Detained
14283,14704599,"Gundlach, Robert",,,Honduras,Spanish,False,Never Detained
14284,14630288,"Gundlach, Robert",,,Honduras,Spanish,False,Never Detained
14285,14727887,"Gundlach, Robert",,,Honduras,Spanish,False,Never Detained
14286,12174441,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
14287,14246416,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
14288,13014137,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
14289,14660800,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14290,14659128,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14291,13800886,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14292,14748925,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
14295,11826966,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14296,14648724,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14297,14287897,"Cooper, Christopher",,,Cuba,Spanish,False,Never Detained
14298,13476102,"Cooper, Christopher",,,Cuba,Spanish,False,Never Detained
14299,14773495,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14300,13956986,"Cooper, Christopher",,,Honduras,Spanish,False,Never Detained
14301,14589707,"Gundlach, Robert",,,Honduras,Spanish,False,Never Detained
14302,12782141,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
14303,14594935,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14304,14104068,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14305,13453831,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14306,14670184,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14307,14482283,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
14308,14812912,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14309,14235640,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14310,14510374,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14311,14573085,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14312,11936771,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14314,14522202,"Cooper, Christopher",,,Cuba,Spanish,False,Never Detained
14315,14846069,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
14316,14727213,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
14317,14782621,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
14318,14734536,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
14319,14712067,"Hansen, Katherine L.",,,Cuba,Spanish,False,Never Detained
14321,12294064,"Gundlach, Robert",,,Honduras,Spanish,False,Never Detained
14322,14727888,"Gundlach, Robert",,,Honduras,Spanish,False,Never Detained
14323,14378449,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
14324,14711915,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
14325,14540989,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
14326,14216484,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
14327,13390076,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
14328,12886014,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
14329,15292267,"Cooper, Christopher",,,Ukraine,Ukrainian,False,Never Detained
14330,13520075,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14331,14823911,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14332,13973269,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14333,14702444,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14334,14577825,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14335,15453852,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14336,12574684,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14337,13008541,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14338,14323409,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14339,14754788,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14340,14370168,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14341,14352260,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14342,13802398,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14343,14442662,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14344,14750562,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14345,14533988,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
14346,13025692,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
14347,14320492,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
14348,14791776,"Hansen, Katherine L.",,,Cuba,Spanish,False,Never Detained
14349,14667492,"Simons, Ian R.",,,Guatemala,Spanish,False,Never Detained
14350,13985544,"Cooper, Christopher",,,Haiti,Spanish,False,Never Detained
14351,13953875,"Cooper, Christopher",,,Haiti,Spanish,False,Never Detained
14352,13953930,"Cooper, Christopher",,,Haiti,Spanish,False,Never Detained
14353,14365514,"Simons, Ian R.",,,Haiti,Spanish,False,Never Detained
14354,12126417,"Gundlach, Robert",,,Honduras,Spanish,False,Never Detained
14355,13008151,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
14356,12243892,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
14357,11567717,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
14358,11491179,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
14360,14702654,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14361,13239392,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14362,13367378,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14363,13476044,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14364,14754746,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14365,14702414,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14366,14822951,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14367,14281993,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14368,14621080,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
14369,14645537,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
14370,14713081,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
14372,14678074,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14373,14235670,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14374,14675255,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14375,14602318,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14376,12809960,"Cooper, Christopher",,,Honduras,Spanish,False,Never Detained
14377,13468592,"Cooper, Christopher",,,Honduras,Spanish,False,Never Detained
14378,12163761,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
14379,14255159,"Simons, Ian R.",,,Honduras,Spanish,False,Never Detained
14380,12994826,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
14381,12078587,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
14382,12938036,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
14383,14380442,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
14384,13679160,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14385,14845734,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14386,12646000,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14387,12159705,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14388,14684833,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14389,13387074,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14391,14812914,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14392,14674466,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14393,13025694,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
14394,14110157,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
14396,14667498,"Simons, Ian R.",,,Guatemala,Spanish,False,Never Detained
14397,13673105,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
14398,14804924,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
14399,11826990,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
14400,13519672,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14401,12791731,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14402,14818009,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14403,14819623,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14404,14283154,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14405,13103714,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14406,13930146,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14407,14271141,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14408,14707207,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14409,14799610,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14410,14143777,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
14411,14747533,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
14414,14403725,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14415,11962453,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14416,12930388,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14417,14586657,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14418,14587232,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14419,14610521,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14420,12246038,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14421,12991163,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
14422,14094150,"Cooper, Christopher",,,Cuba,Spanish,False,Never Detained
14423,14854914,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14424,14379008,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14425,14668208,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14427,14822686,"Gundlach, Robert",,,Guatemala,Spanish,False,Never Detained
14428,14068410,"Hansen, Katherine L.",,,Haiti,Creole,False,Never Detained
14429,14660190,"Cooper, Christopher",,,Honduras,Spanish,False,Never Detained
14430,14391593,"Cooper, Christopher",,,Honduras,Spanish,False,Never Detained
14431,14630097,"Simons, Ian R.",,,Honduras,Spanish,False,Never Detained
14432,14438815,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
14433,14100773,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
14435,12687218,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
14436,12148767,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
14437,13371649,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
14438,14401797,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
14439,15468927,"Gundlach, Robert",,,Nicaragua,English,False,Never Detained
14440,14625187,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14441,14729745,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14442,14666060,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14443,14731137,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14444,14387180,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
14445,14822897,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
14446,13098826,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
14447,14712441,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
14448,14747532,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
14449,14629989,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14450,13003459,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14451,14587226,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14452,14860194,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14453,14350364,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14454,14748932,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14455,14459774,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
14456,13838139,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
14457,14804548,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
14458,14712442,"Hansen, Katherine L.",,,Cuba,Spanish,False,Never Detained
14459,12997252,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
14460,14650001,"Hansen, Katherine L.",,,Ecuador,Spanish,False,Never Detained
14461,14805037,"Simons, Ian R.",,,Guatemala,Spanish,False,Never Detained
14462,14589260,"Gundlach, Robert",,,Haiti,Creole,False,Never Detained
14463,12809617,"Cooper, Christopher",,,Honduras,Spanish,False,Never Detained
14464,14630136,"Gundlach, Robert",,,Honduras,Spanish,False,Never Detained
14465,14141831,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
14466,11943402,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
14468,11978963,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
