phl_rep_total,phl_no_rep_total,phl_no_rep_denied,phl_rep_denied,phl_pct_denied_with_rep,phl_pct_denied_without_rep,us_rep_total,us_no_rep_total,us_no_rep_denied,us_rep_denied,us_pct_denied_with_rep,us_pct_denied_without_rep
12617.0,2249.0,1685.0,7179.0,0.5689942141555044,0.7492218763895064,797387.0,191914.0,153180.0,423030.0,0.5305203119689686,0.7981700136519483
